
------------------------------------------------------------------------------------------------------------------------------------------
           Observed  |  Rel. |    Aki    | Acc. |         Ei           Ek         |      Lower level       |      Upper level       |Type|
          Wavelength |  Int. |    s^-1   |      |        (eV)         (eV)        |------------------------|------------------------|    |
           Vac (nm)  |       |           |      |                                 | Conf.           | Term | Conf.           | Term |    |
------------------------------------------------------------------------------------------------------------------------------------------
                     |       |           |      |                                 |                 |      |                 |      |    |
           111.1394  |     2 |           |      |    43.66975    -     54.82560   | 3s2.3p4.(3P).3d | 2D   | 3s2.3p4.(3P).4p | 2D*  |    |
           112.2037  |     0 |           |      |    55.44985    -     66.49986   | 3s.3p5.(3P*).3d | 2F*  | 3s2.3p4.(1D).4d | 2G   |    |
           113.5482  |     1 |           |      |    44.12300    -     55.04213   | 3s2.3p4.(3P).3d | 2D   | 3s2.3p4.(3P).4p | 2P*  |    |
           114.8129  |     3 |           |      |    53.95010    -     64.74913   | 3s2.3p4.(3P).4p | 4P*  | 3s2.3p4.(3P).4d | 4P   |    |
           115.0271  |     0 |           |      |    55.71010    -     66.48883   | 3s.3p5.(3P*).3d | 2F*  | 3s2.3p4.(1D).4d | 2G   |    |
                     |       |           |      |                                 |                 |      |                 |      |    |
           115.3459  |     0 |           |      |    43.66975    -     54.41852   | 3s2.3p4.(3P).3d | 2D   | 3s.3p5.(3P*).3d | 4D*  |    |
           115.5237  |     6 |           |      |    54.01674    -     64.74913   | 3s2.3p4.(3P).4p | 4P*  | 3s2.3p4.(3P).4d | 4P   |    |
           116.5318  |     2 |           |      |    53.95010    -     64.58953   | 3s2.3p4.(3P).4p | 4P*  | 3s2.3p4.(3P).4d | 4P   |    |
           118.8326  |     4 |           |      |    54.01674    -     64.45023   | 3s2.3p4.(3P).4p | 4P*  | 3s2.3p4.(3P).4d | 4P   |    |
           118.9261  |     8 |           |      |    54.16404    -     64.58953   | 3s2.3p4.(3P).4p | 4P*  | 3s2.3p4.(3P).4d | 4P   |    |
                     |       |           |      |                                 |                 |      |                 |      |    |
           120.0316  |     3 |           |      |    54.16404    -     64.49324   | 3s2.3p4.(3P).4p | 4P*  | 3s2.3p4.(3P).4d | 4F   |    |
           120.5346  |     1 |           |      |    54.16404    -     64.45023   | 3s2.3p4.(3P).4p | 4P*  | 3s2.3p4.(3P).4d | 4P   |    |
           121.2619  |     0 |           |      |    54.29221    -     64.51674   | 3s.3p5.(3P*).3d | 4D*  | 3s2.3p4.(3P).4d | 2F   |    |
           122.3945  |     5 |           |      |    54.49025    -     64.62002   | 3s.3p5.(3P*).3d | 4D*  | 3s2.3p4.(3P).4d | 2F   |    |
           122.6682  |     0 |           |      |    54.29221    -     64.39949   | 3s.3p5.(3P*).3d | 4D*  | 3s2.3p4.(3P).4d | 4F   |    |
                     |       |           |      |                                 |                 |      |                 |      |    |
           122.7778  |     5 |           |      |    54.41852    -     64.51674   | 3s.3p5.(3P*).3d | 4D*  | 3s2.3p4.(3P).4d | 2F   |    |
           123.0355  |     6 |           |      |    54.51245    -     64.58953   | 3s.3p5.(3P*).3d | 4D*  | 3s2.3p4.(3P).4d | 4P   |    |
